"country","day","term","rank","repetitions"
"523","Brazil","2024-06-03","Atlético-MG x Bahia",3,27
"524","Brazil","2024-06-03","Luan Santana",4,27
"525","Brazil","2024-06-03","Fortaleza x Athletico-PR",5,27
"526","Brazil","2024-06-04","Libertadores",1,27
"527","Brazil","2024-06-04","Santos",2,27
"528","Brazil","2024-06-04","Peeling de fenol",3,27
"529","Brazil","2024-06-04","Sul-Americana",4,27
"530","Brazil","2024-06-04","OBMEP",5,27
"531","Brazil","2024-06-05","Grêmio",1,27
"532","Brazil","2024-06-05","Portugal x Finlândia",2,27
"533","Brazil","2024-06-05","Greve Metro SP",3,27
"534","Brazil","2024-06-05","America mg",4,27
"535","Brazil","2024-06-05","Gabarito OBMEP 2024",5,27
"536","Brazil","2024-06-06","Fortaleza",1,27
"537","Brazil","2024-06-06","Vitoria",2,27
"538","Brazil","2024-06-06","Juventude",3,27
"539","Brazil","2024-06-06","Greve onibus sp",4,27
"540","Brazil","2024-06-06","Temu",5,27
"541","Brazil","2024-06-07","Rita Lobato Velho",1,27
"542","Brazil","2024-06-07","Celtics x Mavericks",2,27
"543","Brazil","2024-06-07","Carlos Miguel",3,27
"544","Brazil","2024-06-07","Resultado Mega-Sena",4,27
"545","Brazil","2024-06-07","Campeonato brasileiro",5,27
"546","Brazil","2024-06-08","Seleção brasileira",1,27
"547","Brazil","2024-06-08","Santos",2,27
"548","Brazil","2024-06-08","Formula 1",3,27
"549","Brazil","2024-06-08","Coritiba x Ituano",4,27
"550","Brazil","2024-06-08","Coritiba",5,27
"551","Brazil","2024-06-09","Gremio",1,27
"552","Brazil","2024-06-09","Internacional x Delfín",2,27
"553","Brazil","2024-06-09","Libertadores",3,27
"554","Brazil","2024-06-09","Portugal x Croácia",4,27
"555","Brazil","2024-06-09","Argentina x Equador",5,27
"556","Brazil","2024-06-10","CRB x Fortaleza",1,54
"557","Brazil","2024-06-10","NBA",2,54
"558","Brazil","2024-06-10","Celtics x Mavericks",3,54
"559","Brazil","2024-06-10","Criciúma x Cuiabá",4,54
"560","Brazil","2024-06-10","Peeling de fenol",5,54
"561","Brazil","2024-06-11","Sport",1,54
"562","Brazil","2024-06-11","Ceara",2,54
"563","Brazil","2024-06-11","Nepobaby",3,54
"564","Brazil","2024-06-11","iOS 18",4,54
"565","Brazil","2024-06-11","Holanda x Islândia",5,54
"566","Brazil","2024-06-12","Feliz Dia dos Namorados",1,54
"567","Brazil","2024-06-12","Mensagem Dia dos Namorados",2,54
"568","Brazil","2024-06-12","Portugal x Irlanda",3,54
"569","Brazil","2024-06-12","Botafogo x Fluminense",4,54
"570","Brazil","2024-06-12","Jogo da Seleção Brasileira",5,54
"571","Brazil","2024-06-13","Feliz Dia dos Namorados",1,54
"572","Brazil","2024-06-13","Mensagem Dia dos Namorados",2,54
"573","Brazil","2024-06-13","Portugal x Irlanda",3,54
"574","Brazil","2024-06-13","Botafogo x Fluminense",4,54
"575","Brazil","2024-06-13","Jogo da Seleção Brasileira",5,54
"576","Brazil","2024-06-14","Flamengo",1,54
"577","Brazil","2024-06-14","Internacional x São Paulo",2,54
"578","Brazil","2024-06-14","Palmeiras x Vasco da Gama",3,54
"579","Brazil","2024-06-14","Brasileirao",4,54
"580","Brazil","2024-06-14","Nahim",5,54
"581","Brazil","2024-06-15","Santos",1,54
"582","Brazil","2024-06-15","Espanha x Croácia",2,54
"583","Brazil","2024-06-15","Bragantino x Juventude",3,54
"584","Brazil","2024-06-15","Copa america",4,54
"585","Brazil","2024-06-15","Luta Anderson Silva",5,54
"586","Brazil","2024-06-16","Corinthians x São Paulo",1,54
"587","Brazil","2024-06-16","Fluminense",2,54
"588","Brazil","2024-06-16","Anderson Silva",3,54
"589","Brazil","2024-06-16","NBA",4,54
"590","Brazil","2024-06-16","Serie a",5,54
"591","Brazil","2024-06-17","Atlético-MG x Palmeiras",1,81
"592","Brazil","2024-06-17","Grêmio x Botafogo",2,81
"593","Brazil","2024-06-17","Vasco",3,81
"594","Brazil","2024-06-17","Palmeiras",4,81
"595","Brazil","2024-06-17","Internacional",5,81
"596","Brazil","2024-06-18","Portugal x Tchéquia",1,81
"597","Brazil","2024-06-18","Celtics x Mavericks",2,81
"598","Brazil","2024-06-18","Belgica",3,81
"599","Brazil","2024-06-18","Áustria x França",4,81
"600","Brazil","2024-06-18","Chapecoense",5,81
"601","Brazil","2024-06-19","Croacia",1,81
"602","Brazil","2024-06-19","Turquia x Geórgia",2,81
"603","Brazil","2024-06-19","Paysandu",3,81
"604","Brazil","2024-06-19","Portugal seleção",4,81
"605","Brazil","2024-06-19","Noam Chomsky",5,81
"606","Brazil","2024-06-20","Corinthians",1,81
"607","Brazil","2024-06-20","Sao Paulo",2,81
"608","Brazil","2024-06-20","Botafogo",3,81
"609","Brazil","2024-06-20","Cruzeiro",4,81
"610","Brazil","2024-06-20","Santos",5,81
"611","Brazil","2024-06-21","Vitoria",1,81
"612","Brazil","2024-06-21","Jogo do Bahia",2,81
"613","Brazil","2024-06-21","Donald Sutherland",3,81
"614","Brazil","2024-06-21","Dinamarca x Inglaterra",4,81
"615","Brazil","2024-06-21","Ceara",5,81
"616","Brazil","2024-06-22","Flamengo X Bahia",1,81
"617","Brazil","2024-06-22","Holanda x França",2,81
"618","Brazil","2024-06-22","Restituição Imposto de Renda",3,81
"619","Brazil","2024-06-22","Peru x Chile",4,81
"620","Brazil","2024-06-22","Formula 1",5,81
"621","Brazil","2024-06-23","Vasco da Gama x São Paulo",1,81
"622","Brazil","2024-06-23","Quina de São João",2,81
"623","Brazil","2024-06-23","Criciúma x Botafogo",3,81
"624","Brazil","2024-06-23","Turquia x Portugal",4,81
"625","Brazil","2024-06-23","Fluminense x Flamengo",5,81
"626","Brazil","2024-06-24","Palmeiras",1,108
"627","Brazil","2024-06-24","Palmeiras x Juventude",2,108
"628","Brazil","2024-06-24","Atlético-MG x Fortaleza",3,108
"629","Brazil","2024-06-24","Bahia x Cruzeiro",4,108
"630","Brazil","2024-06-24","Athletico-PR x Corinthians",5,108
"631","Brazil","2024-06-25","Croácia x Itália",1,108
"632","Brazil","2024-06-25","Fluminense",2,108
"633","Brazil","2024-06-25","Sport",3,108
"634","Brazil","2024-06-25","Colômbia x Paraguai",4,108
"635","Brazil","2024-06-25","Espanha x albania",5,108
"636","Brazil","2024-06-26","Argentina",1,108
"637","Brazil","2024-06-26","Santos",2,108
"638","Brazil","2024-06-26","STF",3,108
"639","Brazil","2024-06-26","França x Polônia",4,108
"640","Brazil","2024-06-26","Inglaterra x Eslovênia",5,108
"641","Brazil","2024-06-27","Flamengo",1,108
"642","Brazil","2024-06-27","Palmeiras",2,108
"643","Brazil","2024-06-27","Bahia x Vasco da Gama",3,108
"644","Brazil","2024-06-27","Cruzeiro",4,108
"645","Brazil","2024-06-27","Geórgia x Portugal",5,108
"646","Brazil","2024-06-28","Sao Paulo",1,108
"647","Brazil","2024-06-28","Jogo do Brasil",2,108
"648","Brazil","2024-06-28","Divertida Mente 2",3,108
"649","Brazil","2024-06-28","Biden",4,108
"650","Brazil","2024-06-28","Fortaleza",5,108
"651","Canada","2024-06-03","GME stock",2,13
"652","Canada","2024-06-03","Claudia Sheinbaum",3,13
"653","Canada","2024-06-03","Memorial Cup",4,13
"654","Canada","2024-06-03","Robert MacIntyre",5,13
"655","Canada","2024-06-04","India Election Results",1,13
"656","Canada","2024-06-04","Bank of Canada",2,13
"657","Canada","2024-06-04","Connor McDavid",3,13
"658","Canada","2024-06-04","Berkshire Hathaway stock",4,13
"659","Canada","2024-06-04","Djokovic",5,13
"660","Canada","2024-06-05","Modi",2,13
"661","Canada","2024-06-05","TTC strike 2024",3,13
"662","Canada","2024-06-05","Zverev",4,13
"663","Canada","2024-06-05","AI",5,13
"664","Canada","2024-06-06","Severe thunderstorm watch",1,13
"665","Canada","2024-06-06","TTC strike",2,13
"666","Canada","2024-06-06","The Acolyte",3,13
"667","Canada","2024-06-06","D-Day",4,13
"668","Canada","2024-06-06","Taux directeur",5,13
"669","Canada","2024-06-07","Calgary water main break",1,13
"670","Canada","2024-06-07","TTC strike Update",2,13
"671","Canada","2024-06-07","NBA Finals",3,13
"672","Canada","2024-06-07","Pat Sajak",4,13
"673","Canada","2024-06-07","Alcaraz",5,13
"674","Canada","2024-06-08","F1",1,13
"675","Canada","2024-06-08","Frank Stronach",2,13
"676","Canada","2024-06-08","CBSA strike",3,13
"677","Canada","2024-06-08","F1 montreal",4,13
"678","Canada","2024-06-08","Grand Prix Montreal",5,13
"679","Canada","2024-06-09","Oilers",1,13
"680","Canada","2024-06-09","India vs Pakistan",2,13
"681","Canada","2024-06-09","Oilers Game",3,13
"682","Canada","2024-06-09","Zverev",4,13
"683","Canada","2024-06-09","IND vs PAK",5,13
"684","Canada","2024-06-10","F1",1,26
"685","Canada","2024-06-10","Max Verstappen",2,26
"686","Canada","2024-06-10","Celtics",3,26
"687","Canada","2024-06-10","Carlos Alcaraz",4,26
"688","Canada","2024-06-10","France",5,26
"689","Canada","2024-06-11","Edmonton Oilers",1,26
"690","Canada","2024-06-11","Apple",2,26
"691","Canada","2024-06-11","Carolyn Parrish",3,26
"692","Canada","2024-06-11","Nvidia stock",4,26
"693","Canada","2024-06-11","Dragon Boat Festival",5,26
"694","Canada","2024-06-12","Oilers",1,26
"695","Canada","2024-06-12","Edmonton Oilers",2,26
"696","Canada","2024-06-12","Hunter Biden",3,26
"697","Canada","2024-06-12","Severe thunderstorm watch",4,26
"698","Canada","2024-06-12","Joey Chestnut",5,26
"699","Canada","2024-06-13","Oilers",1,26
"700","Canada","2024-06-13","Edmonton Oilers",2,26
"701","Canada","2024-06-13","Hunter Biden",3,26
"702","Canada","2024-06-13","Severe thunderstorm watch",4,26
"703","Canada","2024-06-13","Joey Chestnut",5,26
"704","Canada","2024-06-14","Oilers",1,26
"705","Canada","2024-06-14","Severe thunderstorm warning",2,26
"706","Canada","2024-06-14","Celtics vs Mavericks",3,26
"707","Canada","2024-06-14","Germany vs Scotland",4,26
"708","Canada","2024-06-14","U.S. Open golf",5,26
"709","Canada","2024-06-15","NHL",1,26
"710","Canada","2024-06-15","Inside Out 2",2,26
"711","Canada","2024-06-15","Happy Father's Day",3,26
"712","Canada","2024-06-15","Euros",4,26
"713","Canada","2024-06-15","King Charles",5,26
"714","Canada","2024-06-16","NBA",1,26
"715","Canada","2024-06-16","Bryson DeChambeau",2,26
"716","Canada","2024-06-16","Gordon Ramsay bike accident",3,26
"717","Canada","2024-06-16","B.C. Lions",4,26
"718","Canada","2024-06-16","Gervonta Davis",5,26
"719","Canada","2024-06-17","Heat warning",1,39
"720","Canada","2024-06-17","Father's Day",3,39
"721","Canada","2024-06-17","House of the Dragon",4,39
"722","Canada","2024-06-18","Celtics",1,39
"723","Canada","2024-06-18","Erik Canuel",2,39
"724","Canada","2024-06-18","Juneteenth",3,39
"725","Canada","2024-06-18","Mbappe",4,39
"726","Canada","2024-06-18","Nintendo Direct",5,39
"727","Canada","2024-06-19","Oilers",1,39
"728","Canada","2024-06-19","Father's Day",2,39
"729","Canada","2024-06-19","Justin Timberlake",3,39
"730","Canada","2024-06-19","Fête des Pères",4,39
"731","Canada","2024-06-19","Portugal vs Czechia",5,39
"732","Canada","2024-06-20","NHL",1,39
"733","Canada","2024-06-20","Juneteenth",2,39
"734","Canada","2024-06-20","Germany vs Hungary",3,39
"735","Canada","2024-06-20","Croatia vs Albania",4,39
"736","Canada","2024-06-20","WestJet strike",5,39
"737","Canada","2024-06-21","Donald Sutherland",1,39
"738","Canada","2024-06-21","Severe thunderstorm warning",2,39
"739","Canada","2024-06-21","Copa America 2024",3,39
"740","Canada","2024-06-21","National Indigenous Peoples Day",4,39
"741","Canada","2024-06-21","Canada Soccer",5,39
"742","Canada","2024-06-22","Oilers",1,39
"743","Canada","2024-06-22","Ontario Science Centre",2,39
"744","Canada","2024-06-22","Connor McDavid",3,39
"745","Canada","2024-06-22","Richmond Fire",4,39
"746","Canada","2024-06-22","Vladimir Putin",5,39
"747","Canada","2024-06-23","UFC",1,39
"748","Canada","2024-06-23","Severe thunderstorm watch",2,39
"749","Canada","2024-06-23","Portugal Euro 2024",3,39
"750","Canada","2024-06-23","Tornado warning",4,39
"751","Canada","2024-06-23","Sports",5,39
"752","Canada","2024-06-24","Vladimir Putin",1,52
"753","Canada","2024-06-24","Foolio",2,52
"754","Canada","2024-06-24","Travelers Championship",3,52
"755","Canada","2024-06-24","West Indies vs South Africa",4,52
"756","Canada","2024-06-24","World Ugliest Dog contest",5,52
"757","Canada","2024-06-25","Oilers vs Panthers",1,52
"758","Canada","2024-06-25","Oilers",2,52
"759","Canada","2024-06-25","NHL",3,52
"760","Canada","2024-06-25","Connor McDavid",4,52
"761","Canada","2024-06-25","Toronto by election",5,52
"762","Canada","2024-06-26","Chile vs Argentina",1,52
"763","Canada","2024-06-26","Celine Dion",2,52
"764","Canada","2024-06-26","Crazy Town",3,52
"765","Canada","2024-06-26","England vs Slovenia",4,52
"766","Canada","2024-06-26","Canada Peru",5,52
"767","Canada","2024-06-27","NBA Draft",1,52
"768","Canada","2024-06-27","India vs England",2,52
"769","Canada","2024-06-27","Presidential debate",3,52
"770","Canada","2024-06-27","Bronny James Draft",4,52
"771","Canada","2024-06-27","Sergei Berezin",5,52
"772","Canada","2024-06-28","NHL Awards 2024",1,52
"773","Canada","2024-06-28","Davion Mitchell",2,52
"774","Canada","2024-06-28","LeBron James",3,52
"775","Canada","2024-06-28","Zac Efron",4,52
"776","Canada","2024-06-28","NATO",5,52
"777","Chile","2024-06-03","Colo Colo",1,15
"778","Chile","2024-06-03","Colo-colo  Copiapó",2,15
"779","Chile","2024-06-03","Everton  U. de Chile",3,15
"780","Chile","2024-06-03","Coquimbo Unido  u Católica",4,15
"781","Chile","2024-06-03","Copa Libertadores",5,15
"782","Chile","2024-06-04","Huachipato",1,15
"783","Chile","2024-06-04","Cyber",2,15
"784","Chile","2024-06-04","LATAM",3,15
"785","Chile","2024-06-04","Mercado Libre",4,15
"786","Chile","2024-06-04","Adidas",5,15
"787","Chile","2024-06-05","Alcaraz",2,15
"788","Chile","2024-06-05","Streptococcus pyogenes",3,15
"789","Chile","2024-06-05","Cote lopez",4,15
"790","Chile","2024-06-05","Zverev",5,15
"791","Chile","2024-06-06","Coquimbo Unido",1,15
"792","Chile","2024-06-06","México  Uruguay",2,15
"793","Chile","2024-06-06","Francia  Luxemburgo",3,15
"794","Chile","2024-06-06","Wanderers",4,15
"795","Chile","2024-06-06","Sabalenka",5,15
"796","Chile","2024-06-07","Coquimbo Unido  Palestino",1,15
"797","Chile","2024-06-07","Corte de luz",2,15
"798","Chile","2024-06-07","Boston Celtics",3,15
"799","Chile","2024-06-07","Zverev",4,15
"800","Chile","2024-06-07","Futbol chileno",5,15
"801","Chile","2024-06-08","Alcaraz",1,15
"802","Chile","2024-06-08","Hugo Bustamante",2,15
"803","Chile","2024-06-08","Perú  Paraguay",3,15
"804","Chile","2024-06-08","Union Española",4,15
"805","Chile","2024-06-08","F1",5,15
"806","Chile","2024-06-09","Tiempo",1,15
"807","Chile","2024-06-09","México  Brasil",2,15
"808","Chile","2024-06-09","Argentina vs",3,15
"809","Chile","2024-06-09","Primarias 2024",4,15
"810","Chile","2024-06-09","Zverev",5,15
"811","Chile","2024-06-10","Alcaraz",1,30
"812","Chile","2024-06-10","Boston Celtics",2,30
"813","Chile","2024-06-10","Socavon Reñaca",3,30
"814","Chile","2024-06-10","Resultados Primarias 2024",4,30
"815","Chile","2024-06-10","Argentina",5,30
"816","Chile","2024-06-11","Chile vs Paraguay",1,30
"817","Chile","2024-06-11","Christian Nodal",2,30
"818","Chile","2024-06-11","Paul McCartney",3,30
"819","Chile","2024-06-11","Cristina Tocco",4,30
"820","Chile","2024-06-11","PAES",5,30
"821","Chile","2024-06-12","Portugal vs",1,30
"822","Chile","2024-06-12","Thelma Fardin",2,30
"823","Chile","2024-06-12","Temblor",3,30
"824","Chile","2024-06-12","Chile vs Paraguay",4,30
"825","Chile","2024-06-12","Paul McCartney",5,30
"826","Chile","2024-06-13","Portugal vs",1,30
"827","Chile","2024-06-13","Thelma Fardin",2,30
"828","Chile","2024-06-13","Temblor",3,30
"829","Chile","2024-06-13","Chile vs Paraguay",4,30
"830","Chile","2024-06-13","Paul McCartney",5,30
"831","Chile","2024-06-14","Eurocopa",1,30
"832","Chile","2024-06-14","NBA",2,30
"833","Chile","2024-06-14","Suspensión de clases",3,30
"834","Chile","2024-06-14","Lluvia",4,30
"835","Chile","2024-06-14","Bridgerton",5,30
"836","Chile","2024-06-15","Argentina vs",1,30
"837","Chile","2024-06-15","Copa america",2,30
"838","Chile","2024-06-15","Boca",3,30
"839","Chile","2024-06-15","Peru vs Salvador",4,30
"840","Chile","2024-06-15","Kate Middleton",5,30
"841","Chile","2024-06-16","Italia vs",1,30
"842","Chile","2024-06-16","España vs Croacia",2,30
"843","Chile","2024-06-16","Copa Chile",3,30
"844","Chile","2024-06-16","NBA",4,30
"845","Chile","2024-06-16","Colombia  Bolivia",5,30
"846","Chile","2024-06-17","Día del padre",1,45
"847","Chile","2024-06-17","Inglaterra vs",2,45
"848","Chile","2024-06-17","La Casa del dragon",3,45
"849","Chile","2024-06-17","Serbia - Inglaterra",4,45
"850","Chile","2024-06-17","Fallecimiento hija senador Quintana",5,45
"851","Chile","2024-06-18","Municipal Puente Alto  u de Chile",1,45
"852","Chile","2024-06-18","Francia vs",2,45
"853","Chile","2024-06-18","Alejandro Tabilo",3,45
"854","Chile","2024-06-18","Subsidioelectrico.cl",4,45
"855","Chile","2024-06-18","Belgica vs",5,45
"856","Chile","2024-06-19","Clima",1,45
"857","Chile","2024-06-19","Portugal vs",2,45
"858","Chile","2024-06-19","Copa Chile",3,45
"859","Chile","2024-06-19","Turquia vs",4,45
"860","Chile","2024-06-19","Banco Falabella",5,45
"861","Chile","2024-06-20","Alemania vs",1,45
"862","Chile","2024-06-20","Croacia vs",2,45
"863","Chile","2024-06-20","Suiza vs",3,45
"864","Chile","2024-06-20","Feriado 20 de junio",4,45
"865","Chile","2024-06-20","Argentina vs",5,45
"866","Chile","2024-06-21","Chile vs peru",1,45
"867","Chile","2024-06-21","Copa america",2,45
"868","Chile","2024-06-21","CONMEBOL Copa América",3,45
"869","Chile","2024-06-21","Diego Urrutia",4,45
"870","Chile","2024-06-21","Inglaterra vs",5,45
"871","Chile","2024-06-22","Francia vs paises Bajos",1,45
"872","Chile","2024-06-22","Chile",2,45
"873","Chile","2024-06-22","Canal 13",3,45
"874","Chile","2024-06-22","Dario Osorio",4,45
"875","Chile","2024-06-22","Alexis Sánchez",5,45
"876","Chile","2024-06-23","Mexico vs",1,45
"877","Chile","2024-06-23","Portugal vs",2,45
"878","Chile","2024-06-23","Belgica vs",3,45
"879","Chile","2024-06-23","F1",4,45
"880","Chile","2024-06-23","Formula 1",5,45
"881","Chile","2024-06-24","O'Higgins  colo-colo",1,60
"882","Chile","2024-06-24","Alemania vs",2,60
"883","Chile","2024-06-24","Estados Unidos vs",3,60
"884","Chile","2024-06-24","Uruguay vs panama",4,60
"885","Chile","2024-06-24","Colo Colo vs",5,60
"886","Chile","2024-06-25","Brasil vs",1,60
"887","Chile","2024-06-25","Colombia  Paraguay",2,60
"888","Chile","2024-06-25","Italia vs",3,60
"889","Chile","2024-06-25","España vs",4,60
"890","Chile","2024-06-25","Metro de Santiago",5,60
"891","Chile","2024-06-26","Francia vs",1,60
"892","Chile","2024-06-26","Claudio Bravo",2,60
"893","Chile","2024-06-26","Chile vs canada",3,60
"894","Chile","2024-06-26","Inglaterra vs",4,60
"895","Chile","2024-06-26","Países Bajos  Austria",5,60
"896","Chile","2024-06-27","Colo Colo",1,60
"897","Chile","2024-06-27","Bolivia",2,60
"898","Chile","2024-06-27","Ecuador  Jamaica",3,60
